Word,Freq
artful,32
unanswerable,13
reasons,293
disliking,5
threatened,185
fault,316
hanging,328
curricle,5
persuade,164
buy,469
mare,71
irreproachable,9
privilege,130
imagined,228
occupy,110
presented,395
invitations,26
recovered,284
schemes,91
execution,170
accomplished,219
october,163
included,67
naturally,404
calculated,115
witnessing,26
excellencies,6
marking,13
receiving,166
openly,130
shewn,9
suggest,161
abhorred,37
concealment,54
disgrace,166
attend,255
unreserve,5
aim,143
restraint,70
illaudable,1
effort,468
disgraceful,27
subjection,41
illustration,285
evenings,67
cards,120
cheated,24
partners,41
dances,54
careful,322
shame,430
provoke,84
checking,27
excessive,94
display,110
ardent,77
devoted,244
bestowed,124
amusements,51
teach,342
everlasting,213
talker,14
ensured,9
history,586
memory,581
mere,566
desired,559
arranged,269
experienced,190
presence,1032
boys,837
excite,75
sisterly,12
attentions,91
conversing,45
suspect,169
disappointed,228
accidentally,46
silence,997
faint,344
considers,18
contrives,3
reflecting,48
wives,329
basis,62
define,30
justify,59
prejudices,52
agree,207
inconveniences,18
ignorance,220
atone,41
systems,72
nought,97
pause,336
resumed,189
objections,99
criminal,124
inconstancy,15
perverseness,17
minutiae,2
admit,287
pardonable,7
refinements,9
succeeded,400
dangerous,409
speak,2160
experience,675
judged,272
inforced,2
series,304
stopt,6
rise,633
conjectures,33
concerned,347
escape,788
lips,902
connect,41
disastrous,45
walking,498
communicated,129
extravagant,67
testimony,194
horse,1314
carry,828
considering,150
alter,77
gift,337
servant,1097
build,440
stable,208
hesitation,186
intends,21
send,978
groom,178
arrives,47
gallop,74
awaken,36
dream,488
comprehend,78
truths,84
affair,517
refused,395
trifle,143
merest,30
lately,230
creature,584
insufficient,36
guilty,286
impropriety,15
wisest,38
touch,519
appeal,181
representing,73
indulgent,39
consented,129
subdued,113
tempt,92
imprudent,30
mentioning,41
faithful,333
low,1044
forego,14
apparent,133
expressing,80
yours,514
queen,498
mab,1
overheard,61
sentence,268
pronouncing,38
addressing,110
christian,299
decided,426
tempers,10
discover,254
placed,835
clearer,51
church,1077
wore,427
neck,631
miniature,42
lock,249
hair,1283
cut,1462
tea,355
whispering,63
fast,831
presently,664
scissors,28
tumbled,57
kissed,216
folded,102
white,2313
paper,887
pocket,584
stated,165
authority,323
withhold,26
credit,269
unison,17
sagacity,70
satisfactory,146
attacked,178
standing,946
joke,241
sincerely,80
harm,360
turning,755
red,1398
angry,481
repeat,199
pray,1049
ma,151
guess,384
curate,116
profession,206
invention,194
dead,2190
begins,127
f,687
grateful,225
observing,229
rained,40
interruption,73
inelegant,3
mindful,38
opened,1359
piano,80
forte,10
sit,780
thus,2905
amidst,119
endeavours,94
fell,1854
recover,161
following,882
twelve,855
proprietor,56
strict,93
orders,332
grounds,195
noble,492
sail,298
provisions,147
carriages,79
complete,535
bold,296
undertaking,107
excursion,125
whitwell,6
fatigued,52
frightened,407
go,7580
assembled,205
dispersing,8
across,1167
sun,1351
humour,171
hardships,48
changed,593
bad,996
thank,616
avignon,3
town,1923
discompose,5
won,1311
t,16411
madam,274
recollect,110
colouring,35
requires,81
attendance,83
fear,1996
admittance,20
blow,557
write,685
note,815
shook,622
later,998
invented,123
trick,211
guineas,97
writing,489
persuading,37
careys,4
newton,40
walked,1246
purpose,907
disappointing,21
conveniently,40
obliging,46
uncertain,144
pry,13
announced,208
horseback,93
honiton,2
bowed,343
complaints,66
lamentations,22
hitherto,197
restrained,57
universally,43
provoking,40
exultingly,8
williams,81
shocking,63
lowering,43
stare,132
concluding,38
consultation,51
procure,118
ordered,450
happier,99
drove,476
drive,530
lanes,42
dance,306
nearly,899
contentment,47
elder,160
sat,1887
leant,6
coloured,301
impudence,28
method,270
unlikely,57
propose,143
smith,211
enquired,170
doubting,50
pleasanter,30
pleasantness,10
evince,9
acting,167
impertinent,69
remarks,202
blushed,69
hint,155
visibly,40
gratifying,43
charming,257
nice,424
modern,303
corner,646
sides,498
bowling,6
wood,926
admired,105
newly,90
pleasantest,20
listened,451
termination,37
steadiness,21
concealing,32
filled,978
wonderer,1
comings,5
goings,33
intermission,13
distress,303
befallen,32
determination,168
delaford,30
reckoned,194
sadly,117
involved,124
bye,227
conscious,321
sickly,44
wager,30
cleared,272
bargain,99
varying,63
fresh,689
conjecture,96
seeming,87
probable,174
bestow,106
variety,236
speculation,80
incompatible,10
acknowledge,113
rated,12
complained,111
poverty,175
secrecy,72
maintained,142
relative,107
contradictory,19
practice,329
expressive,58
distinguishing,27
tenderness,212
ending,79
happening,74
exclaimed,996
stone,967
inch,134
alarmed,185
sacrifice,568
local,122
unemployed,3
accounts,122
uselessly,6
dispose,56
attached,232
defect,58
pull,281
combe,22
exact,213
kitchen,386
smokes,20
tone,742
variation,29
flatter,68
disadvantage,32
broader,31
staircase,91
hereafter,90
endear,2
possibly,365
plainly,246
denoted,16
inhabited,139
grieving,25
prescience,8
lowered,78
imaginary,80
degrade,5
pass,1834
apartment,285
handsomest,22
dimensions,78
makes,721
extend,76
unchanged,19
excused,63
pretext,37
absent,175
foreseen,52
foresight,49
apparently,315
handkerchief,178
noticing,57
leaning,212
mantel,35
shewed,226
partook,20
powered,5
trying,684
forced,406
exercised,63
london,963
dispatches,24
exhilaration,14
returning,344
wait,1034
press,318
confusedly,14
broken,879
linger,43
torment,60
minute,684
speech,783
solitude,122
uneasiness,106
distrust,71
affectation,45
unwillingness,17
accept,418
backwardness,3
disturbed,277
feared,319
quarrel,211
indubitable,4
tenderest,16
relief,326
feeding,88
duty,701
uncheerful,2
work,3834
travel,280
intending,69
owned,153
behave,111
quarrelled,33
trust,875
suspects,12
disapproves,2
sends,86
transact,6
dismiss,40
dares,45
feels,106
listen,455
cavil,5
anticipated,90
guilt,134
apology,112
blameable,1
inadvertence,4
depressed,59
recent,158
probabilities,15
certainties,13
possibility,176
unavoidably,6
inevitable,108
witnessed,109
urged,225
allowances,17
candid,63
wondering,200
practiced,12
blame,261
departing,51
deviation,10
acquitted,29
expedient,95
accuse,73
reproaching,11
incautiousness,1
syllable,56
syllables,25
actions,151
nearest,188
daily,827
looks,604
occur,125
telling,485
confidence,565
outweighs,1
wretchedly,11
carelessness,22
attribute,38
doubts,135
fainter,18
correspond,26
mighty,830
concession,24
altar,662
uniformly,15
inconsistency,16
create,84
integrity,86
involuntary,43
startled,223
cordiality,32
affairs,405
resist,163
temptation,151
ungenerous,14
suspicious,125
embarrassed,77
plain,845
avowal,14
consistent,43
foundation,218
deserve,178
stranger,733
independently,14
odd,247
acknowledging,23
prosperously,8
begun,368
liberty,430
representations,32
swollen,80
avoided,114
silently,120
pressing,161
fortitude,45
slightest,185
instant,702
anxiously,135
inexcusable,8
sleep,1035
risen,181
repose,124
incurring,21
awake,277
wept,190
headache,53
nourishment,25
forbidding,41
potent,33
indulging,26
crying,322
reverse,74
used,1628
voices,278
oftenest,4
gazing,178
line,1048
sadness,101
applied,197
alternately,42
singing,280
suspended,99
courted,34
sunk,198
calmer,25
solitary,146
meditations,30
effusions,10
explanations,40
fetches,7
carries,106
correspondence,138
hands,3213
motive,205
mystery,449
suggesting,25
inflict,46
forcing,50
confession,149
unacknowledged,1
dearly,74
loves,181
revealment,1
denial,55
overstrained,7
vain,790
delicacy,115
witticisms,8
volume,245
shakespeare,92
hamlet,38
reply,686
instead,869
wandering,152
carefully,422
rambles,10
stole,223
speedy,76
climbing,83
exertions,50
disapproved,12
seclusion,25
road,1333
controlled,65
gaining,71
stretch,216
travelled,143
reaching,239
stopped,877
reach,814
scene,617
riding,220
distinguish,135
rapturously,8
hastening,44
coat,711
screen,60
particularity,1
quickened,46
pace,211
abruptly,103
hurrying,105
third,950
forgiven,105
dispersed,50
forgot,285
dismounted,31
continuation,19
coldness,46
deficiency,24
confused,127
ended,306
sufficiently,217
elect,67
plymouth,17
month,740
thickly,43
leaves,521
transporting,19
showers,32
inspired,124
nuisance,45
swept,251
passion,518
shared,94
reverie,50
rousing,23
tranquil,64
equals,39
plantations,72
farthest,42
rises,78
grandeur,49
bottoms,12
lane,336
situated,213
friendliest,3
owed,78
directing,38
endeavoured,187
conveniences,32
c,926
extorting,4
mortified,53
regulate,12
resentment,185
displeasure,99
kindest,27
extending,82
reanimate,3
praised,121
attributing,4
indignant,69
parents,283
orator,72
public,1111
fame,313
famous,373
heaven,1562
eloquence,132
greatness,142
competence,11
goes,563
external,52
eighteen,210
guessed,145
hunters,104
smiled,420
describing,42
accurately,45
magna,12
hunt,231
novel,159
somebody,261
apiece,57
animation,40
cheeks,293
glowing,110
unanimous,22
insufficiency,4
vanish,79
magnificent,290
booksellers,12
sellers,4
print,106
shops,67
commission,118
content,380
thomson,6
copy,184
falling,342
unworthy,100
tells,231
tree,1405
forgive,345
willing,420
disputes,23
recall,171
offend,78
loose,312
cash,66
collection,175
bulk,84
laid,1400
heirs,51
reward,329
ablest,13
maxim,39
presume,155
steadfast,18
altered,112
grown,363
gaiety,63
talks,74
detected,120
mistakes,39
misapprehension,9
fancying,17
ingenious,111
stupid,99
deception,40
originated,28
guided,72
oneself,27
deliberate,50
judgments,168
subservient,7
neighbours,189
aimed,56
confound,65
advised,167
adopt,70
conform,16
foolishly,34
negligent,14
awkwardness,20
gentility,9
inattention,9
inferiority,12
calls,204
thoughtfulness,7
fullest,31
inspiring,59
reservedness,1
contradicted,17
intimated,17
promote,43
upstairs,242
parts,553
higher,357
beginning,689
scenes,171
minutely,39
struck,849
surfaces,19
uncouth,29
irregular,64
rugged,58
indistinct,42
soft,502
medium,102
hazy,44
atmosphere,238
honestly,88
timber,127
meadows,147
farm,397
scattered,277
answers,108
unites,7
utility,40
rocks,351
promontories,3
grey,443
moss,72
brush,140
lost,1711
falls,218
believes,94
disgusted,86
pretensions,56
affects,17
discrimination,14
possesses,53
fastidious,37
landscape,69
scenery,85
jargon,17
pretends,13
tries,55
defined,65
detest,16
language,532
worn,305
hackneyed,11
profess,43
crooked,78
blasted,43
straight,585
flourishing,38
ruined,147
tattered,28
cottages,37
nettles,29
thistles,12
heath,54
blossoms,43
watch,806
tower,196
troop,58
tidy,30
villagers,45
please,760
finest,206
banditti,2
thoughtfully,70
ring,801
plait,1
conspicuous,104
fingers,418
wear,382
darker,47
inconsiderately,3
pained,44
vexation,81
surpassed,44
momentary,72
glance,482
casts,15
instantaneously,13
conclusions,82
free,1174
theft,70
contrivance,36
affront,26
affecting,46
internally,8
henceforward,11
catch,522
eyeing,27
satisfying,47
absence,312
censured,13
forgiveness,103
middle,596
survey,78
discovering,81
newness,5
learned,635
significant,90
founded,149
instructions,161
inviting,73
drink,993
entertainment,124
bound,770
contribute,31
enforced,35
necessity,347
yourselves,329
whitakers,1
nameless,41
blushing,55
suspicions,125
brief,255
communicative,16
expressions,122
whisper,182
guessing,33
hunts,8
archness,5
bent,372
mortification,79
unequal,53
grew,883
environs,17
disengaged,30
quickly,665
repeatedly,44
lie,1036
detested,18
astonishing,73
imperfectly,10
displeased,95
qualifications,54
painfully,66
extorted,15
openness,14
consistency,29
attributed,48
designs,63
shortness,10
fettered,17
temporizing,1
grievance,34
parent,97
yield,230
reformed,22
renewal,21
flattering,70
constantly,187
finger,339
plans,344
materially,34
misfortune,227
nicety,16
idle,199
helpless,195
army,708
genteel,51
chambers,173
temple,762
circles,104
gigs,4
abstruse,19
study,515
navy,173
fashion,484
dashing,77
expensive,117
idleness,53
advantageous,31
honourable,160
solicitations,29
oxford,137
promoted,23
professions,32
trades,15
columella,1
accent,67
effusion,14
patience,320
fascinating,78
ere,359
wasted,119
discontent,60
defy,52
desponding,10
subdue,43
appearing,67
suffered,422
judiciously,11
augment,14
fix,254
advancement,44
busily,46
lessen,17
meritorious,8
faulty,15
ones,483
dared,226
loving,225
respecting,28
mortifying,33
shutting,47
lying,688
indulge,92
meditation,50
abundance,200
forbidden,77
inevitably,58
chained,32
